label	family	model	claim_line1	what_to_check	assigned	report
card-tools22-pre-240-r5	tools22-pre	-	RESULT tools22-pre-240-r1 sha=5298f6be12ea — a pre-read of mas-bandwidth/nova-tools#240 at head 269e56d289b1: nova-tokens: attempts joined to work, hot spots, f	"PREREAD: open the PR diff; every claimed defect line must exist in the diff and be a defect; every ""proven"" claim must be visible; note if the PR head moved since."	Johnny	results/card-tools22-pre-240-r5/RESULT.md
card-tools22-pre-242-r2	tools22-pre	-	RESULT tools22-pre-242-r1 sha=5298f6be12ea — a pre-read of mas-bandwidth/nova-tools#242 at head 98348858408b: nova-daemon: SPEC draft 1	"PREREAD: open the PR diff; every claimed defect line must exist in the diff and be a defect; every ""proven"" claim must be visible; note if the PR head moved since."	Johnny	results/card-tools22-pre-242-r2/RESULT.md
card-tools22-pre-242-r3	tools22-pre	-	RESULT tools22-pre-242-r1 sha=5298f6be12ea — a pre-read of mas-bandwidth/nova-tools#242 at head 98348858408b: nova-daemon: SPEC draft 1	"PREREAD: open the PR diff; every claimed defect line must exist in the diff and be a defect; every ""proven"" claim must be visible; note if the PR head moved since."	Johnny	results/card-tools22-pre-242-r3/RESULT.md
card-tools22-pre-243-r2	tools22-pre	-	RESULT tools22-pre-243-r1 sha=5298f6be12ea — a pre-read of mas-bandwidth/nova-tools#243 at head 60f00c4abff4: nova-admin: SPEC draft 1	"PREREAD: open the PR diff; every claimed defect line must exist in the diff and be a defect; every ""proven"" claim must be visible; note if the PR head moved since."	Johnny	results/card-tools22-pre-243-r2/RESULT.md
card-tools22-pre-243-r3	tools22-pre	-	RESULT tools22-pre-243-r1 sha=5298f6be12ea — a pre-read of mas-bandwidth/nova-tools#243 at head 60f00c4abff4: nova-admin: SPEC draft 1	"PREREAD: open the PR diff; every claimed defect line must exist in the diff and be a defect; every ""proven"" claim must be visible; note if the PR head moved since."	Johnny	results/card-tools22-pre-243-r3/RESULT.md
card-tools22-pre-243-r5	tools22-pre	-	RESULT tools22-pre-243-r1 sha=5298f6be12ea — a pre-read of mas-bandwidth/nova-tools#243 at head 60f00c4abff4: nova-admin: SPEC draft 1	"PREREAD: open the PR diff; every claimed defect line must exist in the diff and be a defect; every ""proven"" claim must be visible; note if the PR head moved since."	Johnny	results/card-tools22-pre-243-r5/RESULT.md
card-tools22-pre-244-r2	tools22-pre	-	RESULT tools22-pre-244-r1 sha=5298f6be12ea — a pre-read of mas-bandwidth/nova-tools#244 at head 9efe6d40c337: nova-run: SPEC draft 1	"PREREAD: open the PR diff; every claimed defect line must exist in the diff and be a defect; every ""proven"" claim must be visible; note if the PR head moved since."	Johnny	results/card-tools22-pre-244-r2/RESULT.md
card-tools22-pre-244-r3	tools22-pre	-	RESULT tools22-pre-244-r1 sha=5298f6be12ea — a pre-read of mas-bandwidth/nova-tools#244 at head 9efe6d40c337: nova-run: SPEC draft 1	"PREREAD: open the PR diff; every claimed defect line must exist in the diff and be a defect; every ""proven"" claim must be visible; note if the PR head moved since."	Johnny	results/card-tools22-pre-244-r3/RESULT.md
card-tools22-pre-244-r5	tools22-pre	-	RESULT tools22-pre-244-r1 sha=5298f6be12ea — a pre-read of mas-bandwidth/nova-tools#244 at head 9efe6d40c337: nova-run: SPEC draft 1	"PREREAD: open the PR diff; every claimed defect line must exist in the diff and be a defect; every ""proven"" claim must be visible; note if the PR head moved since."	Johnny	results/card-tools22-pre-244-r5/RESULT.md
card-tools22-pre-580-r5	tools22-pre	deepseek-v4-flash	RESULT tools22-pre-580-r5 sha=5298f6be12ea — a pre-read of mas-bandwidth/nova-tools#580 at head 5b5919945c52: Add a short source-linked terminology guide	"PREREAD: open the PR diff; every claimed defect line must exist in the diff and be a defect; every ""proven"" claim must be visible; note if the PR head moved since."	Johnny	results/card-tools22-pre-580-r5/RESULT.md
card-tools22-pre-599-r2	tools22-pre	-	RESULT tools22-pre-599-r4 sha=5298f6be12ea — a pre-read of mas-bandwidth/nova-tools#599 at head d0421f10f044: nova-swarm native opens the loopback a keyless pro	"PREREAD: open the PR diff; every claimed defect line must exist in the diff and be a defect; every ""proven"" claim must be visible; note if the PR head moved since."	Johnny	results/card-tools22-pre-599-r2/RESULT.md
card-tools22-pre-599-r3	tools22-pre	-	RESULT tools22-pre-599-r4 sha=5298f6be12ea — a pre-read of mas-bandwidth/nova-tools#599 at head d0421f10f044: nova-swarm native opens the loopback a keyless pro	"PREREAD: open the PR diff; every claimed defect line must exist in the diff and be a defect; every ""proven"" claim must be visible; note if the PR head moved since."	Johnny	results/card-tools22-pre-599-r3/RESULT.md
card-tools22-pre-599-r5	tools22-pre	-	RESULT tools22-pre-599-r4 sha=5298f6be12ea — a pre-read of mas-bandwidth/nova-tools#599 at head d0421f10f044: nova-swarm native opens the loopback a keyless pro	"PREREAD: open the PR diff; every claimed defect line must exist in the diff and be a defect; every ""proven"" claim must be visible; note if the PR head moved since."	Johnny	results/card-tools22-pre-599-r5/RESULT.md
card-tools22-pre-642-r2	tools22-pre	-	RESULT tools22-pre-642-r1 sha=5298f6be12ea — a pre-read of mas-bandwidth/nova-tools#642 at head 0784281e5afa: nova-board: create the directory on first add	"PREREAD: open the PR diff; every claimed defect line must exist in the diff and be a defect; every ""proven"" claim must be visible; note if the PR head moved since."	Johnny	results/card-tools22-pre-642-r2/RESULT.md
card-tools22-pre-642-r3	tools22-pre	-	RESULT tools22-pre-642-r1 sha=5298f6be12ea — a pre-read of mas-bandwidth/nova-tools#642 at head 0784281e5afa: nova-board: create the directory on first add	"PREREAD: open the PR diff; every claimed defect line must exist in the diff and be a defect; every ""proven"" claim must be visible; note if the PR head moved since."	Johnny	results/card-tools22-pre-642-r3/RESULT.md
card-tools22-pre-642-r5	tools22-pre	-	RESULT tools22-pre-642-r1 sha=5298f6be12ea — a pre-read of mas-bandwidth/nova-tools#642 at head 0784281e5afa: nova-board: create the directory on first add	"PREREAD: open the PR diff; every claimed defect line must exist in the diff and be a defect; every ""proven"" claim must be visible; note if the PR head moved since."	Johnny	results/card-tools22-pre-642-r5/RESULT.md
card-tools22-pre-680-r2	tools22-pre	-	RESULT tools22-pre-680-r1 sha=5298f6be12ea — a pre-read of mas-bandwidth/nova-tools#680 at head d44981302966: nova-tools #675 fixed with its red test first: nov	"PREREAD: open the PR diff; every claimed defect line must exist in the diff and be a defect; every ""proven"" claim must be visible; note if the PR head moved since."	Johnny	results/card-tools22-pre-680-r2/RESULT.md
card-tools22-pre-680-r3	tools22-pre	-	RESULT tools22-pre-680-r1 sha=5298f6be12ea — a pre-read of mas-bandwidth/nova-tools#680 at head d44981302966: nova-tools #675 fixed with its red test first: nov	"PREREAD: open the PR diff; every claimed defect line must exist in the diff and be a defect; every ""proven"" claim must be visible; note if the PR head moved since."	Johnny	results/card-tools22-pre-680-r3/RESULT.md
card-tools22-pre-680-r5	tools22-pre	-	RESULT tools22-pre-680-r1 sha=5298f6be12ea — a pre-read of mas-bandwidth/nova-tools#680 at head d44981302966: nova-tools #675 fixed with its red test first: nov	"PREREAD: open the PR diff; every claimed defect line must exist in the diff and be a defect; every ""proven"" claim must be visible; note if the PR head moved since."	Johnny	results/card-tools22-pre-680-r5/RESULT.md
card-tools22-pre-776-r2	tools22-pre	-	RESULT tools22-pre-776-r1 sha=5298f6be12ea — a pre-read of mas-bandwidth/nova-tools#776 at head 748ca7e77ad4: nova-tools nova-swarm verify and batch: a verdict 	"PREREAD: open the PR diff; every claimed defect line must exist in the diff and be a defect; every ""proven"" claim must be visible; note if the PR head moved since."	Johnny	results/card-tools22-pre-776-r2/RESULT.md
card-tools22-pre-776-r3	tools22-pre	-	RESULT tools22-pre-776-r1 sha=5298f6be12ea — a pre-read of mas-bandwidth/nova-tools#776 at head 748ca7e77ad4: nova-tools nova-swarm verify and batch: a verdict 	"PREREAD: open the PR diff; every claimed defect line must exist in the diff and be a defect; every ""proven"" claim must be visible; note if the PR head moved since."	Johnny	results/card-tools22-pre-776-r3/RESULT.md
card-tools22-pre-776-r5	tools22-pre	-	RESULT tools22-pre-776-r1 sha=5298f6be12ea — a pre-read of mas-bandwidth/nova-tools#776 at head 748ca7e77ad4: nova-tools nova-swarm verify and batch: a verdict 	"PREREAD: open the PR diff; every claimed defect line must exist in the diff and be a defect; every ""proven"" claim must be visible; note if the PR head moved since."	Johnny	results/card-tools22-pre-776-r5/RESULT.md
card-tools22-pre-814-r2	tools22-pre	-	RESULT tools22-pre-814-r1 sha=5298f6be12ea — a pre-read of mas-bandwidth/nova-tools#814 at head 89db45f95696: nova-tools nova-swarm bench probe: a card-shaped p	"PREREAD: open the PR diff; every claimed defect line must exist in the diff and be a defect; every ""proven"" claim must be visible; note if the PR head moved since."	Johnny	results/card-tools22-pre-814-r2/RESULT.md
card-tools22-pre-814-r3	tools22-pre	-	RESULT tools22-pre-814-r1 sha=5298f6be12ea — a pre-read of mas-bandwidth/nova-tools#814 at head 89db45f95696: nova-tools nova-swarm bench probe: a card-shaped p	"PREREAD: open the PR diff; every claimed defect line must exist in the diff and be a defect; every ""proven"" claim must be visible; note if the PR head moved since."	Johnny	results/card-tools22-pre-814-r3/RESULT.md
card-tools22-pre-814-r5	tools22-pre	-	RESULT tools22-pre-814-r1 sha=5298f6be12ea — a pre-read of mas-bandwidth/nova-tools#814 at head 89db45f95696: nova-tools nova-swarm bench probe: a card-shaped p	"PREREAD: open the PR diff; every claimed defect line must exist in the diff and be a defect; every ""proven"" claim must be visible; note if the PR head moved since."	Johnny	results/card-tools22-pre-814-r5/RESULT.md
card-tools22-pre-864-r2	tools22-pre	-	RESULT tools22-pre-864-r1 sha=5298f6be12ea — a pre-read of mas-bandwidth/nova-tools#864 at head d727576bd90f: nova-bus: wake, verdict rows and close --older-tha	"PREREAD: open the PR diff; every claimed defect line must exist in the diff and be a defect; every ""proven"" claim must be visible; note if the PR head moved since."	Johnny	results/card-tools22-pre-864-r2/RESULT.md
card-tools22-pre-864-r3	tools22-pre	-	RESULT tools22-pre-864-r1 sha=5298f6be12ea — a pre-read of mas-bandwidth/nova-tools#864 at head d727576bd90f: nova-bus: wake, verdict rows and close --older-tha	"PREREAD: open the PR diff; every claimed defect line must exist in the diff and be a defect; every ""proven"" claim must be visible; note if the PR head moved since."	Johnny	results/card-tools22-pre-864-r3/RESULT.md
card-tools22-pre-864-r5	tools22-pre	deepseek/deepseek-v4-flash	RESULT tools22-pre-864-r5 sha=5298f6be12ea — a pre-read of mas-bandwidth/nova-tools#864 at head d727576bd90f: nova-bus: wake, verdict rows and close --older-tha	"PREREAD: open the PR diff; every claimed defect line must exist in the diff and be a defect; every ""proven"" claim must be visible; note if the PR head moved since."	Johnny	results/card-tools22-pre-864-r5/RESULT.md
card-tools22-pre-865-r2	tools22-pre	deepseek/deepseek-v4-flash	RESULT tools22-pre-865-r2 sha=5298f6be12ea -- a pre-read of mas-bandwidth/nova-tools#865 at head 49aa717c4342: pulse: failure by cause, tools file their own edg	"PREREAD: open the PR diff; every claimed defect line must exist in the diff and be a defect; every ""proven"" claim must be visible; note if the PR head moved since."	Johnny	results/card-tools22-pre-865-r2/RESULT.md
card-tools22-pre-865-r3	tools22-pre	deepseek-v4-flash	RESULT tools22-pre-865-r3 sha=5298f6be12ea — a pre-read of mas-bandwidth/nova-tools#865 at head 49aa717c4342: pulse: failure by cause, tools file their own edge	"PREREAD: open the PR diff; every claimed defect line must exist in the diff and be a defect; every ""proven"" claim must be visible; note if the PR head moved since."	Johnny	results/card-tools22-pre-865-r3/RESULT.md
card-tools22-pre-867-r5	tools22-pre	-	tools22-pre-867-r1	"PREREAD: open the PR diff; every claimed defect line must exist in the diff and be a defect; every ""proven"" claim must be visible; note if the PR head moved since."	Johnny	results/card-tools22-pre-867-r5/RESULT.md
card-tools22-pre-868-r2	tools22-pre	-	RESULT tools22-pre-868-r1 sha=5298f6be12ea — a pre-read of mas-bandwidth/nova-tools#868 at head aca5763705c4: nova-pulse rules, routes, brief: POLICY prose beco	"PREREAD: open the PR diff; every claimed defect line must exist in the diff and be a defect; every ""proven"" claim must be visible; note if the PR head moved since."	Johnny	results/card-tools22-pre-868-r2/RESULT.md
card-tools22-pre-868-r3	tools22-pre	-	RESULT tools22-pre-868-r1 sha=5298f6be12ea — a pre-read of mas-bandwidth/nova-tools#868 at head aca5763705c4: nova-pulse rules, routes, brief: POLICY prose beco	"PREREAD: open the PR diff; every claimed defect line must exist in the diff and be a defect; every ""proven"" claim must be visible; note if the PR head moved since."	Johnny	results/card-tools22-pre-868-r3/RESULT.md
card-tools22-pre-923-r2	tools22-pre	-	RESULT tools22-pre-923-r4 sha=5298f6be12ea — a pre-read of mas-bandwidth/nova-tools#923 at head fd5cd82006fd: CARD-8426 nova-tools #607 fixed with its red test 	"PREREAD: open the PR diff; every claimed defect line must exist in the diff and be a defect; every ""proven"" claim must be visible; note if the PR head moved since."	Johnny	results/card-tools22-pre-923-r2/RESULT.md
card-tools22-pre-930-r2	tools22-pre	-	RESULT tools22-pre-930-r1 sha=5298f6be12ea — a pre-read of mas-bandwidth/nova-tools#930 at head 8aff35343d82: CARD-8473 nova-tools #509 fixed with its red test 	"PREREAD: open the PR diff; every claimed defect line must exist in the diff and be a defect; every ""proven"" claim must be visible; note if the PR head moved since."	Johnny	results/card-tools22-pre-930-r2/RESULT.md
card-tools22-pre-930-r3	tools22-pre	-	RESULT tools22-pre-930-r1 sha=5298f6be12ea — a pre-read of mas-bandwidth/nova-tools#930 at head 8aff35343d82: CARD-8473 nova-tools #509 fixed with its red test 	"PREREAD: open the PR diff; every claimed defect line must exist in the diff and be a defect; every ""proven"" claim must be visible; note if the PR head moved since."	Johnny	results/card-tools22-pre-930-r3/RESULT.md
card-tools22-pre-989-r2	tools22-pre	-	RESULT tools22-pre-989-r1 sha=5298f6be12ea — a pre-read of mas-bandwidth/nova-tools#989 at head da0250aaf1c6: CARD-8376 nova-tools #896 done with its red test f	"PREREAD: open the PR diff; every claimed defect line must exist in the diff and be a defect; every ""proven"" claim must be visible; note if the PR head moved since."	Johnny	results/card-tools22-pre-989-r2/RESULT.md
card-tools22-pre-989-r3	tools22-pre	-	RESULT tools22-pre-989-r1 sha=5298f6be12ea — a pre-read of mas-bandwidth/nova-tools#989 at head da0250aaf1c6: CARD-8376 nova-tools #896 done with its red test f	"PREREAD: open the PR diff; every claimed defect line must exist in the diff and be a defect; every ""proven"" claim must be visible; note if the PR head moved since."	Johnny	results/card-tools22-pre-989-r3/RESULT.md
